id,title,authors,fandoms,rating,warnings,category,completion,date,relationships,characters,freeforms,summary,language,words,chapters,comments,kudos,bookmarks,hits
54712684,Jag Drunknar Här Nere Och Jag Får Slut På Luft,BloomingSkyes264,['Original Work'],General Audiences,No Archive Warnings Apply,F/M,Complete Work,25 Mar 2024,"['Original Character(s)/Original Character(s)', 'Original Female Character(s)/Original Male Character(s)', 'Alexander William ""Xander"" Roberts/Cheryl Sasha Campbell']","['Original Characters', 'Original Male Character(s)', 'Original Female Character(s)', 'Alexander William ""Xander"" Roberts', 'Cheryl Sasha Campbell']","['Crushes', 'No Dialogue', 'Trans Female Character', 'Drabble', 'Song: Hyper Phonk (Bishu)', 'Svenska | Swedish']",Cheryl var ett hav av lågor och Xander höll på att drunkna i henne.,Svenska,385,1/1,,,,21
54680038,O Saga: Del ett: Book of Origins,rsluebben,"['No Fandom', 'Original Work']",Teen And Up Audiences,"Choose Not To Use Archive Warnings, Graphic Depictions Of Violence, Major Character Death","F/F, F/M",Complete Work,01 Apr 2024,"['Théa/ Malum', 'Elisapie/ Gaia', 'Rovan/ Amaya', 'Malaika/ Ichante', 'Tsar Miro/ Tsarina Salma']","['Thea', 'Malum - Character', 'Kai', 'Flaero', 'Kiron', 'Rovan', 'Amaya', 'Bita', 'Javad', 'Akiva', 'Olafur', 'Kapten Dantes', 'Oraklets mästare', 'Häxan från Hagar', 'Shadow Coven', 'Svarta legionen', 'Malaika - Character', 'Chaska', 'Chef Yachay', 'Chef Kava', 'Elisapie', 'Gaia', 'Ichante', 'Apollyon - Character', 'Kung Ohdakota', 'Atoc Baal', 'Biskop Rastan', 'Kommendant Toto', 'Field Marshall Ramsey', 'Boyar Vicinia', 'Tsar Miro', 'Tsarina Salma', 'Soror Dominus']","['Witchcraft', 'Dark Magic', 'Fantasy', 'Myth Arc', 'Swords & Sorcery', 'Animal Connections', 'Torture']","I mystiska länder sprider sig revolutionen när de förtryckta försöker bryta tyrannernas ok. Riddare dedikerade till The Source of all things förenas under en fana för första gången för att delta i det växande bondeupproret. Hjältar och skurkar testar sitt mod när de blir legender. De krafter som finns kommer inte att ge upp sin makt lätt, och blod kommer att spillas ut när uppoffringar görs.",Svenska,"91,290",29/29,,,,13
54645403,Poppis Sportsidiot,BloomingSkyes264,['Original Work'],General Audiences,No Archive Warnings Apply,Gen,Complete Work,22 Mar 2024,"['Conway Ciaran Callum Cameron & Laurence Oliver ""Larry"" Swan']","['Conway Ciaran Callum Cameron', 'Laurence Oliver ""Larry"" Swan', 'Rebecca Margaret Morrison']","['Himbo', 'Friendship', 'Male Friendship', 'Crushes', 'Teen Crush', 'Scottish Character', 'Svenska | Swedish']","Conway var skolans sportsidiot med ett hjärta av guld, det som gjorde honom populär. Han var helt enkelt inte den smartaste.",Svenska,791,1/1,,,,16
54603322,Leende,Anonymous,['原神 | Genshin Impact (Video Game)'],Teen And Up Audiences,No Archive Warnings Apply,M/M,Complete Work,20 Mar 2024,['Neuvillette/Wriothesley (Genshin Impact)'],"['Neuvillette (Genshin Impact)', 'Wriothesley (Genshin Impact)']","['Established Relationship', 'Fluff', 'Soft Neuvillette (Genshin Impact)', 'Soft Wriothesley (Genshin Impact)', 'Kissing']",,Svenska,302,1/1,,2,,16
54600328,Skatten,Anonymous,['原神 | Genshin Impact (Video Game)'],Mature,No Archive Warnings Apply,M/M,Complete Work,20 Mar 2024,['Neuvillette/Wriothesley (Genshin Impact)'],"['Neuvillette (Genshin Impact)', 'Wriothesley (Genshin Impact)']","['Established Relationship', 'Implied Sexual Content', 'Insecurity', 'Self-Esteem Issues', 'Sad Neuvillette (Genshin Impact)']",,Svenska,516,1/1,,2,,31
54600283,Tidvatten,Anonymous,['原神 | Genshin Impact (Video Game)'],Mature,No Archive Warnings Apply,M/M,Complete Work,20 Mar 2024,['Neuvillette/Wriothesley (Genshin Impact)'],"['Neuvillette (Genshin Impact)', 'Wriothesley (Genshin Impact)']","['Ambiguous Relationships', 'Symbolism', 'Introspection', 'POV Wriothesley (Genshin Impact)', 'Secrets']",,Svenska,383,1/1,,2,,6
54599044,Fuktig,Anonymous,['原神 | Genshin Impact (Video Game)'],Teen And Up Audiences,No Archive Warnings Apply,M/M,Complete Work,20 Mar 2024,['Neuvillette/Wriothesley (Genshin Impact)'],"['Neuvillette (Genshin Impact)', 'Wriothesley (Genshin Impact)']","['Developing Relationship', 'Ambiguous Relationships', 'Oblivious Neuvillette (Genshin Impact)', 'Sad Neuvillette (Genshin Impact)', 'Wriothesley is Down Bad (Genshin Impact)']",,Svenska,465,1/1,,2,,14
54599011,När vi vaknade tillsammans,Anonymous,['原神 | Genshin Impact (Video Game)'],Teen And Up Audiences,No Archive Warnings Apply,M/M,Complete Work,20 Mar 2024,['Neuvillette/Wriothesley (Genshin Impact)'],"['Neuvillette (Genshin Impact)', 'Wriothesley (Genshin Impact)']","['Domestic Bliss', 'Sleepy Cuddles', 'Established Relationship', 'Soft Neuvillette (Genshin Impact)', 'Soft Wriothesley (Genshin Impact)']",,Svenska,264,1/1,,2,,13
54559111,Fågel,Anonymous,['原神 | Genshin Impact (Video Game)'],Teen And Up Audiences,No Archive Warnings Apply,M/M,Complete Work,18 Mar 2024,['Neuvillette/Wriothesley (Genshin Impact)'],"['Neuvillette (Genshin Impact)', 'Wriothesley (Genshin Impact)']","['Established Relationship', 'Literal Sleeping Together', 'Intimacy', 'POV Wriothesley (Genshin Impact)', 'Insomnia']",,Svenska,236,1/1,,2,,23
54557242,Regnbåge,Anonymous,['原神 | Genshin Impact (Video Game)'],Teen And Up Audiences,No Archive Warnings Apply,M/M,Complete Work,18 Mar 2024,['Neuvillette/Wriothesley (Genshin Impact)'],"['Neuvillette (Genshin Impact)', 'Wriothesley (Genshin Impact)']","['POV Neuvillette (Genshin Impact)', 'Pining', 'Introspection', 'Character Study', 'Falling In Love']",,Svenska,278,1/1,,2,,14
54557011,Omedvetna,Anonymous,['原神 | Genshin Impact (Video Game)'],Teen And Up Audiences,No Archive Warnings Apply,M/M,Complete Work,18 Mar 2024,['Neuvillette/Wriothesley (Genshin Impact)'],"['Neuvillette (Genshin Impact)', 'Wriothesley (Genshin Impact)']","['Established Relationship', 'Neuvillette is Bad at Feelings (Genshin Impact)', 'Alternate Universe - Modern Setting', 'Miscommunication', 'Making Up']",,Svenska,481,1/1,,2,,30
54522760,Det Var Inte Bara Jag,Sillylittlecreator,"['Det Var Inte Bara Jag - Fandom', ""It Wasn't Just Me - Fandom""]",Not Rated,Choose Not To Use Archive Warnings,Gen,Complete Work,17 Mar 2024,[],"['Original Characters', 'Lilia Almqvist', 'Morfar Almqvist', 'Fru Almqvist', 'Herr Johansson']","['Fantasy', 'Old-Fashioned', 'Novel', 'Adventure', ""It Wasn't Just Me"", 'Det Var Inte Bara Jag', 'Fantasi', 'Gammaldags', 'Äventyr', 'Cliffhangers']","Det börjar i skogen när Lilia plockar svamp och ser nån slags av varelse och springer hem till sin mamma och berättar för henne men såklart så tror hon inte på henne, Fru Almqvist (Lilias mamma) tar kontakt med Herr Johansson som är en nära vän till Fru Almqvist och var till hennes döda make. Dem två pratar om Lilia och om hennes Morfar som hade liknande beteende och Lilia tjuvlyssnar och blir nyfiken.",Svenska,"1,322",3/3,,,,5
54491419,Jag kommer att finnas där för dig,Anonymous,['原神 | Genshin Impact (Video Game)'],Teen And Up Audiences,No Archive Warnings Apply,M/M,Complete Work,15 Mar 2024,['Neuvillette/Wriothesley (Genshin Impact)'],"['Neuvillette (Genshin Impact)', 'Wriothesley (Genshin Impact)']","['POV Neuvillette (Genshin Impact)', 'Angst', 'Hurt/Comfort', 'Wriothesley Takes Care of Neuvillette (Genshin Impact)']",,Svenska,230,1/1,,3,,32
54488791,Förlorad i dig,Anonymous,['原神 | Genshin Impact (Video Game)'],Mature,No Archive Warnings Apply,M/M,Complete Work,15 Mar 2024,['Neuvillette/Wriothesley (Genshin Impact)'],"['Neuvillette (Genshin Impact)', 'Wriothesley (Genshin Impact)']","['Passion', 'Rough Kissing', 'Established Relationship', 'Intimacy', 'POV Neuvillette (Genshin Impact)']",,Svenska,162,1/1,,2,,25
54487294,Är det värt det?,Caoilainn,['Rederiet (TV)'],General Audiences,No Archive Warnings Apply,Gen,Complete Work,15 Mar 2024,['Nikolaj Remlund & Nina Remmer'],"['Nikolaj Remlund', 'Nina Remmer']","['Missing Scene', 'Spoilers', 'Efter Säsong 20 avsnitt 5', 'Före Säsong 20 avsnitt 6', 'Svenska | Swedish']",Sergej har äntligen berättat sanningen för Nikolaj om varför han övergav familjen och höll sig borta i 20 år. Nu är det upp till Nikolaj att bestämma om det är värt att ge Sergej en andra chans.,Svenska,"2,419",1/1,2,1,,13
54486598,Gåve,Anonymous,['原神 | Genshin Impact (Video Game)'],Teen And Up Audiences,No Archive Warnings Apply,M/M,Complete Work,15 Mar 2024,['Neuvillette/Wriothesley (Genshin Impact)'],"['Neuvillette (Genshin Impact)', 'Wriothesley (Genshin Impact)']","['Falling In Love', 'Soft Neuvillette (Genshin Impact)', 'Feelings Realization', 'Romantic Fluff']",,Svenska,276,1/1,,1,,17
54486523,Hårlockar,Anonymous,['原神 | Genshin Impact (Video Game)'],Teen And Up Audiences,No Archive Warnings Apply,M/M,Complete Work,15 Mar 2024,['Neuvillette/Wriothesley (Genshin Impact)'],"['Neuvillette (Genshin Impact)', 'Wriothesley (Genshin Impact)']","['Established Relationship', 'Literal Sleeping Together', 'Wriothesley is Down Bad (Genshin Impact)', 'Intimacy']",,Svenska,210,1/1,,1,,10
54486469,Att bli förälskad i,Anonymous,['原神 | Genshin Impact (Video Game)'],Teen And Up Audiences,No Archive Warnings Apply,M/M,Complete Work,15 Mar 2024,['Neuvillette/Wriothesley (Genshin Impact)'],"['Neuvillette (Genshin Impact)', 'Wriothesley (Genshin Impact)']","['Developing Relationship', 'Pining', 'Oblivious Neuvillette (Genshin Impact)', 'Falling In Love']",,Svenska,273,1/1,,2,,11
54458239,Jag Vill Vara Naken Med Dig,BloomingSkyes264,['Original Work'],Mature,Underage,F/M,Complete Work,14 Mar 2024,"['Original Female Character(s)/Original Male Character(s)', 'Alexander William ""Xander"" Roberts/Rachel Sarah Roberts']","['Original Female Character(s)', 'Original Male Character(s)', 'Original Characters', 'Alexander William ""Xander"" Roberts', 'Rachel Sarah Roberts']","['Incest', 'Brother/Sister Incest', 'Nudity', 'Fluff', 'Body Worship', 'Kissing', 'Forehead Touching', 'Svenska | Swedish']","Xander känner att hans kropp är underlägsen sin systers, speciellt nu när de är nakna tillsammans.",Svenska,613,1/1,,,,51
54447823,plockmat,redheqd,['Original Work'],Not Rated,No Archive Warnings Apply,No category,Work in Progress,14 Mar 2024,[],[],"['Poetry', 'Implied/Referenced Alcohol Abuse/Alcoholism']","poesi som är skriven närsomhelst och varsomhelst, om allt och inget och det man lätt glömmer bort.",Svenska,217,2/?,1,1,1,4
54443218,Fascinerande,Anonymous,['原神 | Genshin Impact (Video Game)'],Teen And Up Audiences,No Archive Warnings Apply,M/M,Complete Work,13 Mar 2024,['Neuvillette/Wriothesley (Genshin Impact)'],"['Neuvillette (Genshin Impact)', 'Wriothesley (Genshin Impact)']","['Alternate Universe - Reincarnation', 'Love at First Sight', 'POV Wriothesley (Genshin Impact)']",,Svenska,147,1/1,,1,,15
54443191,Drakskatten,Anonymous,['原神 | Genshin Impact (Video Game)'],Teen And Up Audiences,No Archive Warnings Apply,M/M,Complete Work,13 Mar 2024,['Neuvillette/Wriothesley (Genshin Impact)'],"['Neuvillette (Genshin Impact)', 'Wriothesley (Genshin Impact)']","['Established Relationship', 'Kissing', 'Tenderness', 'POV Neuvillette (Genshin Impact)', 'Neuvillette is Bad at Feelings (Genshin Impact)', 'Soft Neuvillette (Genshin Impact)', 'Soft Wriothesley (Genshin Impact)']",,Svenska,321,1/1,,1,,10
54443053,Oväntat,Anonymous,['原神 | Genshin Impact (Video Game)'],Teen And Up Audiences,No Archive Warnings Apply,M/M,Complete Work,13 Mar 2024,['Neuvillette/Wriothesley (Genshin Impact)'],"['Neuvillette (Genshin Impact)', 'Wriothesley (Genshin Impact)']","['Developing Relationship', 'Gift Giving', 'POV Wriothesley (Genshin Impact)', 'Wriothesley is Down Bad (Genshin Impact)', '4.4 Update Spoilers (Genshin Impact)', 'Mentioned Neuvillette (Genshin Impact)']",,Svenska,303,1/1,,2,,8
54442999,Fortsätt,Anonymous,['原神 | Genshin Impact (Video Game)'],Mature,Major Character Death,M/M,Complete Work,13 Mar 2024,['Neuvillette/Wriothesley (Genshin Impact)'],"['Neuvillette (Genshin Impact)', 'Wriothesley (Genshin Impact)']","['Implied/Referenced Character Death', 'Grief/Mourning', 'POV Neuvillette (Genshin Impact)', 'Heavy Angst', 'Suicidal Thoughts']",,Svenska,235,1/1,,1,,18
54388255,Snälla bara se mig,Rebecca_ao3,['Original Work'],Teen And Up Audiences,Choose Not To Use Archive Warnings,F/F,Complete Work,10 Mar 2024,[],"['Original Female Character(s)', 'Original Characters']","['School', 'somewhat vent', 'Implied/Referenced Self-Harm', 'Hierarchy', 'Friendship', 'POV First Person', 'I Wrote This Instead of Sleeping', 'Svenska | Swedish']",Min enda önskan är att hon ska titta åt mitt håll igen. Vända sitt huvud och hålla kvar det där. Inte vända sig tillbaka mot de populära och viska något. Bara se mig.,Svenska,"1,326",1/1,,1,,8
54374536,Partner,Anonymous,['原神 | Genshin Impact (Video Game)'],Teen And Up Audiences,No Archive Warnings Apply,M/M,Complete Work,10 Mar 2024,['Neuvillette/Wriothesley (Genshin Impact)'],"['Neuvillette (Genshin Impact)', 'Wriothesley (Genshin Impact)']","['Established Relationship', 'Love', 'Devotion', 'Soft Neuvillette (Genshin Impact)', 'Dragon Neuvillette (Genshin Impact)', 'Lazy Mornings']",,Svenska,378,1/1,,2,,64
54374449,Upptäckt,Anonymous,['原神 | Genshin Impact (Video Game)'],Teen And Up Audiences,No Archive Warnings Apply,M/M,Complete Work,10 Mar 2024,['Neuvillette/Wriothesley (Genshin Impact)'],"['Neuvillette (Genshin Impact)', 'Wriothesley (Genshin Impact)']","['Established Relationship', 'Cute', 'POV Wriothesley (Genshin Impact)', 'Morning Cuddles', 'Domestic Bliss']",,Svenska,305,1/1,,1,,13
54374350,Duggregna,Anonymous,['原神 | Genshin Impact (Video Game)'],Teen And Up Audiences,No Archive Warnings Apply,M/M,Complete Work,10 Mar 2024,['Neuvillette/Wriothesley (Genshin Impact)'],"['Neuvillette (Genshin Impact)', 'Wriothesley (Genshin Impact)']","['Established Relationship', 'Developing Relationship', 'POV Neuvillette (Genshin Impact)', 'Mentioned Wriothesley (Genshin Impact)', 'Pining', 'Light Angst']",,Svenska,229,1/1,,1,,9
54353521,Klippa,Anonymous,['原神 | Genshin Impact (Video Game)'],Mature,No Archive Warnings Apply,M/M,Complete Work,09 Mar 2024,['Neuvillette/Wriothesley (Genshin Impact)'],"['Neuvillette (Genshin Impact)', 'Wriothesley (Genshin Impact)']","['Developing Relationship', 'Implied Sexual Content', 'Body Worship', 'Self-Esteem Issues']",,Svenska,289,1/1,,1,,38
54350299,Förälskelse,Anonymous,['原神 | Genshin Impact (Video Game)'],Mature,No Archive Warnings Apply,M/M,Complete Work,09 Mar 2024,['Neuvillette/Wriothesley (Genshin Impact)'],"['Neuvillette (Genshin Impact)', 'Wriothesley (Genshin Impact)']","['Pining', 'Dreams and Nightmares', 'Feelings Realization', 'POV Neuvillette (Genshin Impact)', 'Light Angst', 'Implied Sexual Content', 'Mentioned Wriothesley (Genshin Impact)']",,Svenska,211,1/1,,1,,17
54350230,Igen,Anonymous,['原神 | Genshin Impact (Video Game)'],Teen And Up Audiences,No Archive Warnings Apply,M/M,Complete Work,09 Mar 2024,['Neuvillette/Wriothesley (Genshin Impact)'],"['Neuvillette (Genshin Impact)', 'Wriothesley (Genshin Impact)']","['Alternate Universe - Fantasy', 'POV Wriothesley (Genshin Impact)', 'Dragon Neuvillette (Genshin Impact)', 'Love at First Sight', 'Fairy Tale Elements']",,Svenska,478,1/1,,1,,29
54350119,Pankration Ring,Anonymous,['原神 | Genshin Impact (Video Game)'],Teen And Up Audiences,No Archive Warnings Apply,M/M,Complete Work,09 Mar 2024,['Neuvillette/Wriothesley (Genshin Impact)'],"['Neuvillette (Genshin Impact)', 'Wriothesley (Genshin Impact)']","['Unresolved Sexual Tension', 'Unresolved Romantic Tension', 'POV Neuvillette (Genshin Impact)', 'Oblivious Neuvillette (Genshin Impact)', 'Neuvillette is Bad at Feelings (Genshin Impact)']",,Svenska,411,1/1,,1,,48
54341554,det uråldriga kex-dilemmat,vermillion (redheqd),['Original Work'],Not Rated,Choose Not To Use Archive Warnings,No category,Complete Work,09 Mar 2024,[],[],['Essays'],om stockholmskan och skånskan,Svenska,518,1/1,2,1,,19
54330793,Instinktivt,Anonymous,['原神 | Genshin Impact (Video Game)'],Explicit,No Archive Warnings Apply,M/M,Complete Work,08 Mar 2024,['Neuvillette/Wriothesley (Genshin Impact)'],"['Neuvillette (Genshin Impact)', 'Wriothesley (Genshin Impact)']","['Masturbation', 'Sexual Fantasy', 'Implied Sexual Content', 'Coming Untouched', 'Mentioned Wriothesley (Genshin Impact)']",,Svenska,222,1/1,,2,,125
54327733,Hopp,Anonymous,['原神 | Genshin Impact (Video Game)'],Teen And Up Audiences,No Archive Warnings Apply,M/M,Complete Work,08 Mar 2024,['Neuvillette/Wriothesley (Genshin Impact)'],"['Neuvillette (Genshin Impact)', 'Wriothesley (Genshin Impact)']","['Pining', 'Introspection', 'Relationship Study', 'Ambiguous Relationships', 'Wriothesley is Down Bad (Genshin Impact)']",,Svenska,262,1/1,,1,,17
54327628,En smekning,Anonymous,['原神 | Genshin Impact (Video Game)'],Teen And Up Audiences,No Archive Warnings Apply,M/M,Complete Work,08 Mar 2024,['Neuvillette/Wriothesley (Genshin Impact)'],"['Neuvillette (Genshin Impact)', 'Wriothesley (Genshin Impact)']","['Alternate Universe - Modern Setting', 'Domestic Fluff', 'Domestic Bliss', 'Lazy Mornings', 'Breakfast']",,Svenska,402,1/1,,1,,14
54327592,Tillsammans,Anonymous,['原神 | Genshin Impact (Video Game)'],Teen And Up Audiences,No Archive Warnings Apply,M/M,Complete Work,08 Mar 2024,['Neuvillette/Wriothesley (Genshin Impact)'],"['Neuvillette (Genshin Impact)', 'Wriothesley (Genshin Impact)']","['Alternate Universe - Modern Setting', 'POV Wriothesley (Genshin Impact)', 'Wriothesley is Down Bad (Genshin Impact)', 'Love']",,Svenska,383,1/1,,1,,8
54311014,Normal,Anonymous,['原神 | Genshin Impact (Video Game)'],Teen And Up Audiences,No Archive Warnings Apply,M/M,Complete Work,07 Mar 2024,['Neuvillette/Wriothesley (Genshin Impact)'],"['Neuvillette (Genshin Impact)', 'Wriothesley (Genshin Impact)']","['Dragon Neuvillette (Genshin Impact)', 'Self-Esteem', 'Body Image', 'Mentioned Wriothesley (Genshin Impact)', 'Character Study']",,Svenska,247,1/1,,3,,73
54310915,Tills morgonen kommer,Anonymous,['原神 | Genshin Impact (Video Game)'],Teen And Up Audiences,No Archive Warnings Apply,M/M,Complete Work,07 Mar 2024,['Neuvillette/Wriothesley (Genshin Impact)'],"['Neuvillette (Genshin Impact)', 'Wriothesley (Genshin Impact)']","['Emotional Hurt/Comfort', 'Soft Wriothesley (Genshin Impact)', 'Wriothesley Takes Care of Neuvillette (Genshin Impact)', 'Established Relationship']",,Svenska,193,1/1,,2,,32
54310768,Rosa och blå,Anonymous,['原神 | Genshin Impact (Video Game)'],Teen And Up Audiences,No Archive Warnings Apply,M/M,Complete Work,07 Mar 2024,['Neuvillette/Wriothesley (Genshin Impact)'],"['Neuvillette (Genshin Impact)', 'Wriothesley (Genshin Impact)']","['Developing Relationship', 'Fear', 'Introspection', 'Character Study', 'POV Neuvillette (Genshin Impact)']",,Svenska,315,1/1,,2,,7
54293041,I morgon bitti,Anonymous,['原神 | Genshin Impact (Video Game)'],Teen And Up Audiences,No Archive Warnings Apply,M/M,Complete Work,06 Mar 2024,['Neuvillette/Wriothesley (Genshin Impact)'],"['Neuvillette (Genshin Impact)', 'Wriothesley (Genshin Impact)']","['Established Relationship', 'Morning Cuddles', 'Alternate Universe - Modern Setting', 'Sweet', 'Fluff', 'Domestic Bliss']",,Svenska,228,1/1,,3,,34
