id,title,authors,fandoms,rating,warnings,category,completion,date,relationships,characters,freeforms,summary,language,words,chapters,comments,kudos,bookmarks,hits
55101697,Gladiatrix,ShamiraFiction,"['The Avengers (Marvel Movies)', 'Captain America (Movies)', 'Black Widow (Movie 2021)']",Mature,No Archive Warnings Apply,F/F,Complete Work,10 Apr 2024,"['Steve Rogers/Natasha Romanov', 'Steve Rogers/Natasha Romanov/Original Female Character(s)']","['Natasha Romanov (Marvel)', 'Steve Rogers', 'Sharon Carter (Marvel)']","['Gladiators', 'Alternate Universe', 'Angst', 'Teacher Steve Rogers', 'Forbidden Love', 'Comfort Sex', 'Alcohol']","Natasha se dostává do gladiátorskeého ludu. Ze svobodné dívky se stane otrokyně. Najde spřízněnou duši, která jí tuto změnu usnadní a donutí ji bojovat?",Čeština,"4,084",1/1,,,,16
55089358,Chuť rozmarýnu,BlanchLemur,['Hannibal (TV)'],Teen And Up Audiences,Choose Not To Use Archive Warnings,M/M,Complete Work,09 Apr 2024,['Will Graham/Hannibal Lecter'],"['Hannibal Lecter', 'Will Graham']","['DMD', 'Duben měsíc drabble', 'Attempt at Humor', 'Cannibalism', 'Post-Canon', 'Established Relationship', 'Drabble', 'Hannigram - Freeform', 'Murder Husbands']",Post kanonická hannigram idyla někde na útěku :) TÉMA DMD: Jsi-li sobec; opusť obec!,Čeština,100,1/1,2,1,,12
55088593,A nejhorší ze všeho jsou...,fleur_packyt,['Jára Cimrman (Folklore)'],General Audiences,Choose Not To Use Archive Warnings,M/M,Complete Work,09 Apr 2024,['princ Drsoň/děd Vševěd'],"['děd Vševěd', 'princ Drsoň']","['Drabble', 'Drabble Collection', 'Slash', 'DMD']","DMD 24 pořádané sosaci.net/ Téma: Jsi-li sobec, opusť obec!",Čeština,100,1/1,1,3,,8
55064599,"Ať už seš pryč, anděli!",BlanchLemur,['Supernatural (TV 2005)'],Teen And Up Audiences,Major Character Death,M/M,Complete Work,08 Apr 2024,['Castiel/Dean Winchester'],"['Dean Winchester', 'Castiel (Supernatural)', 'The Empty | The Shadow (Supernatural)']","['DMD', 'Drabble', 'Duben měsíc drabble', 'Post-Canon', 'Fix-It', 'Destiel - Freeform', 'Angst and Romance', 'Happy Ending']","DMD téma: Zde leží počátek všeho Post kanonický fix-it ve sto slovech. Naser si, Kripke.",Čeština,100,1/1,,,,11
55064497,Závislost,AnyyDidi,['Hazbin Hotel (Cartoon)'],Mature,"Graphic Depictions Of Violence, Rape/Non-Con",M/M,Work in Progress,08 Apr 2024,"['Alastor/Vox (Hazbin Hotel)', 'Valentino/Vox (Hazbin Hotel)', 'Angel Dust/Husk (Hazbin Hotel)']","['Vox (Hazbin Hotel)', 'Alastor (Hazbin Hotel)', 'Valentino (Hazbin Hotel)', 'Charlie Magne | Morningstar', 'Angel Dust (Hazbin Hotel)', 'Husk (Hazbin Hotel)', 'Velvette (Hazbin Hotel)', 'Vaggie (Hazbin Hotel)', 'Eve (Hazbin Hotel)', 'Lilith Magne | Morningstar', 'Lucifer Magne | Morningstar']","['Post-Episode 8', 'Canon Compliant', 'Post-Canon', 'Valentino Being a Jerk (Hazbin Hotel)', 'Abusive Valentino (Hazbin Hotel)', 'Enemies to Lovers', 'lovers to enemies?', 'Hurt Vox (Hazbin Hotel)', 'Hurt Alastor (Hazbin Hotel)', 'Hurt/Comfort', 'Asexual Alastor (Hazbin Hotel)', 'Asexuality', 'two-sided Radiostatic', 'Slow Burn', 'Česky | Czech', 'Czech', 'čeština', 'Translation', 'czech translation', 'Český překlad', 'Překlad']","Po poslední hádce s Valentinem příchází Vox do Hazbin Hotelu. Zraněný Alastor se vůbec netěší jeho přítomností, což je pochopitelné, vzhledem k tomu, že jsou nepřátelé. Ale čím víc se Valentinova jedu dostane z jeho systému, tím víc si začne Vox rozpomínat na doby před V-Věží a příchází na to, proč vlastně před několika desetiletími odmítl Alastor jeho nabídku Jeho vzpomínky se navracejí ve vlnách--ne všechny úplně příjemné. Jeho minulost s Alastorem není vůbec, co očekával a ukáže se, že Vox není jediný, kdo trpí.",Čeština,"2,894",1/?,2,2,2,68
55058353,Princezna,fleur_packyt,['Xena: Warrior Princess'],General Audiences,Choose Not To Use Archive Warnings,F/F,Complete Work,08 Apr 2024,['Gabrielle/Xena (Xena)'],"['Gabrielle (Xena)', 'Xena (Xena)']","['Drabble', 'Drabble Collection', 'Femslash', 'DMD']",DMD 24 pořádané sosaci.net/ Téma: Zde leží počátek všeho,Čeština,100,1/1,3,2,,13
55056745,"Chci, abys mě utěšil",Blanch_RETRO (BlanchLemur),['Harry Potter - J. K. Rowling'],Explicit,Choose Not To Use Archive Warnings,M/M,Complete Work,08 Apr 2024,['Teddy Lupin/Harry Potter'],"['Teddy Lupin', 'Harry Potter', 'Ginny Weasley', 'Original Male Character(s)']","['Smut', 'Fluff', 'Age Difference', 'Explicit Sexual Content', 'Anal Sex', 'Cheating', 'Post-Canon', 'Fluff and Angst', 'Emotional Hurt/Comfort', 'patos', 'First Time', 'Friends to Lovers', 'Top Harry Potter', 'Bottom Teddy Lupin', 'Retro', '2008']","Možná, že mezi vztahem kmotra a kmotřence je přeci jen něco víc, než se zdá. Harryho a Teddyho to rozhodně překvapí.",Čeština,"7,647",2/2,,4,,54
55040416,Jako James Blond,fleur_packyt,['Harry Potter - J. K. Rowling'],General Audiences,Choose Not To Use Archive Warnings,M/M,Complete Work,07 Apr 2024,['Seamus Finnigan/Dean Thomas'],"['Seamus Finnigan', 'Dean Thomas']","['Drabble', 'Drabble Collection', 'Slash', 'Post-War', 'DMD']","DMD 24 pořádané sosaci.net/ Téma: Protřepat, nemíchat",Čeština,100,1/1,2,3,,12
55039138,Nebeský koncert,BlanchLemur,['Good Omens (TV)'],Teen And Up Audiences,Choose Not To Use Archive Warnings,M/M,Complete Work,07 Apr 2024,['Aziraphale/Crowley (Good Omens)'],"['Aziraphale (Good Omens)', 'Crowley (Good Omens)']","['DMD', 'Duben měsíc drabble', 'Post-Canon', 'Hurt Aziraphale (Good Omens)', 'Drabble', 'Pre-Slash', 'Heaven', 'Crowley má dlouhé štíhlé prsty', 'a to je sexy']","Špetka toho utrpeníčka ještě jednou. Tentokrát z pohledu Aziho. Post-canon. Aneb co nemáš, to si musíš vysnít. TÉMA: Protřepat nemíchat.",Čeština,100,1/1,2,1,,7
55037506,Rabování,fleur_packyt,['Our Flag Means Death (TV)'],General Audiences,Choose Not To Use Archive Warnings,M/M,Complete Work,07 Apr 2024,['Blackbeard | Edward Teach/Stede Bonnet'],"['Blackbeard | Edward Teach', 'Stede Bonnet']","['Drabble', 'Drabble Collection', 'Slash', 'DMD']",DMD 24 pořádané sosaci.net/ Téma: Spustit kotvu,Čeština,100,1/1,3,1,,6
55036870,[FIC] Králičí příběh – II. část,FemmeFragile,['Harry Potter - J. K. Rowling'],Explicit,"Graphic Depictions Of Violence, Rape/Non-Con, Underage",M/M,Work in Progress,07 Apr 2024,['Harry Potter/Severus Snape'],"['Harry Potter', 'Severus Snape', 'Albus Dumbledore', 'Draco Malfoy', 'Lucius Malfoy', 'George Weasley', 'Fred Weasley', 'Death Eater Characters', 'Original Male Character(s)']","['Alternate Universe - Canon Divergence', 'Hurt/Comfort', 'Rabbits', 'sex slaves', 'Kouzelná zvířata', 'Antropolágové', 'Králíci', 'Sexuální otroci', 'Easter', 'Velikonoce']","Velikonoční speciál, část druhá. Harry je antropolág, příslušník druhu, který vypadá jako lidé s králičími oušky a ocásky. A taky s králičím sexuálním apetitem, kvůli němuž jsou mezi kouzelníky velice žádaní. Severus Snape si domů pořídí Harryho, králíka velice neobyčejného nejen pro jeho černou srst, ale především nechuť k sexu.",Čeština,"2,679",1/5,,5,,39
55035277,Stačí jen pochopit proč,Blanch_RETRO (BlanchLemur),['Harry Potter - J. K. Rowling'],Explicit,Choose Not To Use Archive Warnings,"M/M, Multi",Complete Work,07 Apr 2024,"['Draco Malfoy/Harry Potter', 'Lucius Malfoy/Harry Potter', 'Lucius Malfoy/Severus Snape', 'Neville Longbottom/Draco Malfoy', 'Harry Potter/Severus Snape', 'Sirius Black/Severus Snape', 'Neville Longbottom/Ron Weasley', 'Draco Malfoy/Severus Snape']","['Harry Potter', 'Severus Snape', 'Draco Malfoy', 'Neville Longbottom', 'Lucius Malfoy', 'Ron Weasley', 'Krtci', 'Sirius Black']","['Smut', 'Plot What Plot/Porn Without Plot', 'Harry Potter Epilogue What Epilogue | EWE', 'Alternate Universe - Canon Divergence', 'Crack', 'Parody', 'Explicit Sexual Content', 'Explicit Language', 'Fluff', 'Some Humor', 'Comedy', 'Dubious Consent', 'Rape/Non-con Elements', 'Retro', '2008', 'bunch of authors', 'všichni se všema - Freeform']","Všichni se všema | Parodická fanfikce, která vznikla ve spolupráci s více autory v roce 2008. Severus se po válce vrátí zase do Bradavic a jeho vydobytý klid a mír naruší jeden hloupý dopis od neznámého ctitele. Jak to bude pokračovat dál, to si musíte přečíst. Povídka není žádné hlubokomyslné dílo a rozhodně se nebere vážně.",Čeština,"13,865",18/18,2,3,,61
55034443,Kámen?! – Zde!,Jenn_Elle,"['Outlander Series - Diana Gabaldon', 'Doctor Who']",General Audiences,No Archive Warnings Apply,No category,Complete Work,07 Apr 2024,[],[],"['Time Travel', 'TARDIS - Freeform', 'Skotsko', 'Scotland']","Pozor na to, čemu se vysmíváte během výletu na skotský venkov.",Čeština,276,1/1,,,,9
55034347,And again...,Jenn_Elle,['Harry Potter - J. K. Rowling'],General Audiences,No Archive Warnings Apply,No category,Complete Work,07 Apr 2024,[],[],"['Time Travel', 'Battle of Hogwarts', 'Time Turners (Harry Potter)', 'Drabble', '200slov', '200 words']",Drabble během bitvy o Bradavice,Čeština,200,1/1,,,,3
55029379,Baby steps,MaryBarrens,['Supernatural (TV 2005)'],Explicit,No Archive Warnings Apply,M/M,Complete Work,07 Apr 2024,"['Castiel/Dean Winchester', 'Dean Winchester/Original Female Character(s)', 'Dean Winchester/Original Male Character(s)']","['Dean Winchester', 'Castiel (Supernatural)', 'Sam Winchester']","['Denial', 'Closeted Character', 'Fingerfucking', 'Sexual Content', 'Past Relationship(s)', 'Sam Wilson is a Gift', 'Angel Castiel (Supernatural)', 'Human Castiel (Supernatural)', 'First Time', 'Rules', 'Bisexual Dean Winchester', 'Friends to Lovers', 'Pining', 'Hurt Castiel (Supernatural)']","Dean má rád děvčata. Dean je normální. Možná trochu zvědavý, ale je přece teenager a co je na tom zvláštního? Nic to neznamená. Dean miluje dívky, miluje trávit s nimi čas a snažit se získat jejich pozornost, pochopit, jak fungují, být s nimi. A pokud se občas místo za dívkou ohlédne za klukem, nevěnuje tomu pozornost.",Čeština,"8,445",1/1,4,4,1,20
55028983,Příběh,MaryBarrens,"['The Hobbit - All Media Types', 'The Hobbit (Jackson Movies)']",Teen And Up Audiences,No Archive Warnings Apply,M/M,Complete Work,07 Apr 2024,['Bilbo Baggins/Thorin Oakenshield'],"['Bilbo Baggins', 'Frodo Baggins', 'Lobelia Sackville-Baggins']","['Post-Battle of Five Armies', 'Canon Compliant', 'Sad', 'Family']","„Vyprávěj mi příběh,“ požádá ho Frodo ospale. Bilbo se mírně pousměje, jen jedním koutkem, a posadí se do židle vedle chlapcovy postele. „Příběh?“ zeptá se.",Čeština,"2,454",1/1,,1,,10
55024171,Zelená barva duhy,Midagere,['Harry Potter - J. K. Rowling'],Explicit,Choose Not To Use Archive Warnings,M/M,Work in Progress,07 Apr 2024,['Scorpius Malfoy/Albus Severus Potter'],"['Albus Severus Potter', 'Scorpius Malfoy', 'James Sirius Potter', 'Lily Luna Potter', 'Rose Weasley', 'Hugo Weasley', 'Original Zabini Characters (Harry Potter)', 'Original Female Character(s)', 'Original Male Character(s)', 'Minerva McGonagall', 'Pansy Parkinson']","['Not Harry Potter and the Cursed Child Compliant', 'Slash', 'Post-Hogwarts', 'Harry Potter Next Generation', 'Best Friends', 'Feelings Realization', 'Love Confessions', 'Secret Relationship', 'Secret Crush', 'Daddy Issues', 'Siblings', 'Fluff', 'Oral Sex', 'Anal Sex', 'Česky | Czech']","Albus Severus Potter je zvyklý na to být ten neviditelný - prostřední dítě přeslavného kouzelníka, které skončilo ve Zmijozelu. Jenže si od loňska tak nějak uvědomuje city k jistému staršímu spolužákovi a vypadá to, že by možná mohly být oboustranné. Teď jen kdo sebere odvahu jako první...",Čeština,"2,699",1/3,,,1,20
55013947,Správná strana,fleur_packyt,['Harry Potter - J. K. Rowling'],General Audiences,Choose Not To Use Archive Warnings,M/M,Complete Work,06 Apr 2024,['Godric Gryffindor/Salazar Slytherin'],"['Salazar Slytherin', 'Godric Gryffindor']","['Drabble', 'Drabble Collection', 'Slash', 'DMD']",DMD 24 pořádané sosaci.net/ Téma: Já sama,Čeština,100,1/1,6,5,,20
55007206,Úplně sama,BlanchLemur,['Chilling Adventures of Sabrina (TV 2018)'],Not Rated,No Archive Warnings Apply,F/F,Complete Work,06 Apr 2024,['Zelda Spellman/Mary Wardwell | Madam Satan | Lilith'],"['Mary Wardwell | Madam Satan | Lilith', 'Zelda Spellman']","['zármutek', 'DMD', 'Duben měsíc drabble', 'Pre-Femslash', 'Post-Canon', 'Angst', 'Comfort', 'Drabble', 'Grief/Mourning']","Seriál jsem viděla už dávno, pořád mám k poslední řadě dost negativní vztah a nejde mi se s tím nějak smířit, ale Zelda i Lilith by k sobě někoho potřebovaly, takže proč by si nemohly pomoci navzájem :) Téma: Já sama.",Čeština,100,1/1,2,4,,22
54989932,Noc v Ank-morkporku,fleur_packyt,['Discworld - Terry Pratchett'],General Audiences,Choose Not To Use Archive Warnings,M/M,Complete Work,05 Apr 2024,['Havelock Vetinari/Samuel Vimes'],"['Havelock Vetinari', 'Samuel Vimes']","['Drabble', 'Drabble Collection', 'Slash', 'DMD']",DMD 24 pořádané sosaci.net/ Bonusové Téma: Podvodník,Čeština,100,1/1,2,3,,30
54987853,Krev na rukou,BlanchLemur,['Sherlock (TV)'],Not Rated,Choose Not To Use Archive Warnings,M/M,Complete Work,05 Apr 2024,['Sherlock Holmes/John Watson'],"['Sherlock Holmes', 'John Watson', 'Greg Lestrade']","['DMD', 'Drabble', 'Duben měsíc drabble', 'Johnlock - Freeform', 'Established Relationship', 'zatčený Sherlock', 'Johnovy nervy', 'No Rosamund Mary ""Rosie"" Watson', 'Scotland Yard', 'zásah Mycrofta']","TÉMA: Bezpečné známosti. Nemá to John se svým drahým moc lehké. Ale vybral si to sám, že ano. Spíš chudák Greg.",Čeština,100,1/1,5,10,,26
54986644,Monstrózní problém,BlanchLemur,['Supernatural (TV 2005)'],Not Rated,Choose Not To Use Archive Warnings,M/M,Complete Work,05 Apr 2024,['Castiel/Dean Winchester'],"['Dean Winchester', 'Sam Winchester']","['preslash', 'podprahový destiel', 'DMD', 'Duben měsíc drabble', 'pošťuchování', 'Case Fic', 'Drabble', 'bez specifikace času']",Podprahový destiel. Zadání bonusového DMD: Podvodník + přidat do příběhu tři archetypy postav z doloženého obrázku.,Čeština,100,1/1,,2,,7
54983521,Pochybná známost,fleur_packyt,['Harry Potter - J. K. Rowling'],General Audiences,Choose Not To Use Archive Warnings,M/M,Complete Work,05 Apr 2024,['Neville Longbottom/James Sirius Potter'],"['Neville Longbottom', 'James Sirius Potter']","['Drabble', 'Drabble Collection', 'Slash', 'DMD']",DMD 24 pořádané sosaci.net/ Téma: Bezpečné známosti,Čeština,100,1/1,2,2,,15
54963460,Těžká jest Koruna Stínadelská,Cosmo_Peregrine,"['Rychlé šípy (Comics)', 'Tleskač (book)', 'Záhada hlavolamu (book) Stínadla se bouří (book) Tajemství Velkého Vonta (book) Přístav volá (book)']",Not Rated,"Graphic Depictions Of Violence, Major Character Death, No Archive Warnings Apply","F/F, F/M, Gen, M/M",Complete Work,04 Apr 2024,"['Mirek Dušín/Jarka Metelka', 'Otakar Losna/Vláďa Dratuš', 'David Kaufman/Kurt Horst', 'Helena Kaufmanová/Jiří Vilemín', 'Václav/Antonín', 'Vojtěch Vont/Robert Komour', 'Emil Hrančiřík/ Karel Nekola']","[""Everyone who appered in Foglar's work and few others""]",[],"Dlouhá a podivná jest historie Stínadelská, už od nepaměti klokotal v jejich uličkách a zákoutích život hochů jako nikde jinde, snad nikde jinde nežili chlapci životem tak zvláštním a tak divokým jako právě ve Stínadlech. Uzavřeni do sebe nepřátelští vůči každému kdo v nich  nebydlí  a tam nepatří, žárlivě střežící svá tajemství, a tvrdě trestající každého vetřelce, takoví jsou Stínadelští. Postupně je zkušenost naučila držet při sobě, oplácet pohrdání ranami kdo už jim pomůže když ne oni sami ? kde najdou zastání když ne jeden u druhého ? Okolí se jen třáslo před nebezpečnými a tajemnými Vonty, třásla se ovšem i Stínadla samotná. Vydědenci města svého, zatracení osudem... nalezenci, ze Slzavého údolí, prostě pakáž hodná opovržení. Pomalu a opatrně, zrodil se svazek z rozumu mezi jednotlivými chlapci, svazek jež spojoval jednotlivé ulice a usedlosti napříč Stínadly v jednotě a ochraně. Svazek stejně tak nepředstavitelně důležitý jako křehký......",Čeština,"1,362",1/1,,1,,9
54962272,Minulost si nevybírá,LeonydaStyron,['Naruto (Anime & Manga)'],Teen And Up Audiences,Choose Not To Use Archive Warnings,F/M,Work in Progress,09 Apr 2024,['maybe'],"['Shenai (OC)', 'Akatsuki Characters (Naruto)', 'Orochimaru (Naruto)', 'Yakushi Kabuto', 'Uchiha Sasuke']","['Humor', 'Ninjas - Freeform', 'akatsuki-in-one-house', 'Tobi-is-not-Madara', 'Vulgarism', 'Depression', 'weird-girl', 'secret-weapon', 'staying-alive', 'Revenge']","Pár varování na začátek: 1. Akatsuki jsou zabijáci. 2. Užívají sprostá slova. 3. Nechovají se k sobě hezky. 4. Mívají hloupé nápady. Neradi se s tím děvčetem loučili a vůbec netušili, že až ji spatří příště, bude bojovat po boku nepřítele. Dokážou jí vrátit vzpomínky a její pravou totožnost? POKRAČOVÁNÍ POVÍDKY ŽIVOT S AKATSUKI",Čeština,"1,997",2/?,,,,4
54961921,Humor wraitha,BlanchLemur,['Stargate Atlantis'],Explicit,No Archive Warnings Apply,M/M,Complete Work,04 Apr 2024,['John Sheppard/Todd the Wraith'],"['Todd the Wraith (Stargate)', 'John Sheppard']","['Wraith Humor', 'Jodd', 'mise', 'DMD', 'Duben měsíc drabble', 'Explicit Sexual Content', 'mention of anal sex', 'pun', 'Drabble', 'Post-Canon', 'Established Relationship']","DMD téma: Spustit kotvy. Aneb slíbila jsem i nějaký ten Jodd, tak tady je :D",Čeština,100,1/1,2,5,,23
54960790,Velký flám,Tofiam,['Jessica Jones (TV)'],Mature,Choose Not To Use Archive Warnings,F/F,Complete Work,04 Apr 2024,['Jessica Jones/Patricia Walker'],"['Jessica Jones (Marvel)', 'Patricia Walker (Marvel)']","['Drabble', 'New Beginnings', 'Lesbian']",Na nové začátky. Inspirováno výzvou Duben měsíc drabble pořádanou SOS.,Čeština,100,1/1,,,,6
54931573,Nejistá konstanta moderní doby,Tofiam,['30歳まで童貞だと魔法使いになれるらしい | Cherry Magic! Thirty Years of Virginity Can Make You a Wizard?! (TV)'],General Audiences,Choose Not To Use Archive Warnings,M/M,Complete Work,03 Apr 2024,['Adachi Kiyoshi/Kurosawa Yuichi'],"['Adachi Kiyoshi', 'Kurosawa Yuichi']","['Drabble', 'Duben měsíc drabble', 'Love', 'cherry magic - Freeform']","Máme duben a říká se, že na světě jsou nevyhnutelné jen dvě věci. Inspirováno výzvou Duben měsíc drabble pořádanou SOS.",Čeština,100,1/1,,1,,16
54921949,Bodyshot,fleur_packyt,['Harry Potter - J. K. Rowling'],General Audiences,Choose Not To Use Archive Warnings,M/M,Complete Work,03 Apr 2024,['Sirius Black/Remus Lupin'],"['Remus Lupin', 'Sirius Black']","['Drabble', 'Drabble Collection', 'Slash', 'Drinking', 'Body Shots', 'DMD']",DMD 24 pořádané sosaci.net/ Téma: Velký flám,Čeština,100,1/1,3,4,,16
54918331,Narozeniny,fleur_packyt,['Historical RPF'],General Audiences,Choose Not To Use Archive Warnings,M/M,Complete Work,02 Apr 2024,['Albert Einstein/Kurt Friedrich Gödel'],"['Albert Einstein', 'Kurt Godel']","['Drabble', 'Drabble Collection', 'Slash', 'DMD']",DMD 24 pořádané sosaci.net/ Téma: Nejistá konstanta moderní doby,Čeština,100,1/1,2,1,,9
